publication,date,headline,ideology_score,ideology_confidence,sentiment_score,sentiment_confidence,emotionality,topic_area,ideology_baseline,ideology_numeric,ideology_baseline_confidence,sentiment_pos,sentiment_neg,sentiment_neu,year,month,quarter
Washington Post,2015-04-04,Analysis: Democracy Faces Its Greatest Test in Decades - Report,left,0.4801159133481898,0.6369,0.6369,0.6369,other,left,-1.0,0.4801159133481898,0.318,0.0,0.682,2015,2015-04,2015Q2
CNN,2015-04-04,Healthcare Reform Battle Heats Up in Congress (Updated),left,0.5551964436349569,-0.3818,0.3818,0.3818,politics,left,-1.0,0.5551964436349569,0.0,0.271,0.729,2015,2015-04,2015Q2
Washington Post,2015-04-04,The Filibuster Debate: What's Really at Stake,left,0.605861517061337,0.0,0.0,0.0,other,left,-1.0,0.605861517061337,0.0,0.0,1.0,2015,2015-04,2015Q2
Fox News,2015-04-04,Inflation Surge Threatens American Families Amid Growing Concerns,left,0.44551648160742585,-0.2263,0.2263,0.2263,economy,left,-1.0,0.44551648160742585,0.165,0.252,0.583,2015,2015-04,2015Q2
CNN,2015-04-05,January 6 Committee Releases Damning Findings as Tensions Rise,left,0.42573648011838966,-0.6249,0.6249,0.6249,other,left,-1.0,0.42573648011838966,0.0,0.421,0.579,2015,2015-04,2015Q2
Washington Post,2015-04-05,Fact Checker: Political Claims on Immigration Miss the Mark,left,0.5502056638094783,-0.1531,0.1531,0.1531,politics,left,-1.0,0.5502056638094783,0.0,0.167,0.833,2015,2015-04,2015Q2
New York Times,2015-04-05,Inside the Growing Movement to Restrict Abortion Access as Tensions Rise,left,0.7062055377182515,-0.5574,0.5574,0.5574,social_issues,left,-1.0,0.7062055377182515,0.113,0.353,0.533,2015,2015-04,2015Q2
Fox News,2015-04-05,Parents Fight Back Against Critical Race Theory in Schools Amid Growing Concerns,left,0.5971332878576934,-0.4939,0.4939,0.4939,education,left,-1.0,0.5971332878576934,0.109,0.314,0.577,2015,2015-04,2015Q2
New York Times,2015-04-05,The Struggle for Affordable Housing in America's Cities as Tensions Rise,left,0.4497214097601886,-0.6124,0.6124,0.6124,other,left,-1.0,0.4497214097601886,0.0,0.357,0.643,2015,2015-04,2015Q2
CNN,2015-04-05,COVID-19 Vaccine Rollout Faces Distribution Challenges in Latest Development,right,0.5858684525791291,0.0772,0.0772,0.0772,healthcare,right,1.0,0.5858684525791291,0.14,0.0,0.86,2015,2015-04,2015Q2
CNN,2015-04-05,Deadly Shooting Highlights Gun Control Debate,left,0.6042892786916233,-0.34,0.34,0.34,crime,left,-1.0,0.6042892786916233,0.0,0.324,0.676,2015,2015-04,2015Q2
Washington Post,2015-04-05,Tech Regulation Stalls as Industry Influence Grows as Tensions Rise,left,0.42080990923685957,-0.4019,0.4019,0.4019,technology,left,-1.0,0.42080990923685957,0.0,0.231,0.769,2015,2015-04,2015Q2
Washington Post,2015-04-06,Police Reform Measures Face Resistance in State Legislatures as Tensions Rise,left,0.6014495694133758,-0.4019,0.4019,0.4019,crime,left,-1.0,0.6014495694133758,0.0,0.213,0.787,2015,2015-04,2015Q2
Washington Post,2015-04-06,Tech Regulation Stalls as Industry Influence Grows Amid Growing Concerns,right,0.4277878503894019,0.1779,0.1779,0.1779,technology,right,1.0,0.4277878503894019,0.159,0.0,0.841,2015,2015-04,2015Q2
New York Times,2015-04-06,Inside the Growing Movement to Restrict Abortion Access | Opinion,left,0.758219097960003,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.758219097960003,0.138,0.211,0.65,2015,2015-04,2015Q2
Washington Post,2015-04-06,How Gerrymandering Threatens Fair Representation | Opinion,left,0.5592548346028295,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5592548346028295,0.232,0.263,0.505,2015,2015-04,2015Q2
New York Times,2015-04-06,Rural America Faces a Growing Healthcare Desert - Report,center,0.42667593539012283,0.1779,0.1779,0.1779,healthcare,center,0.0,0.42667593539012283,0.175,0.0,0.825,2015,2015-04,2015Q2
CNN,2015-04-06,Democrats Push for Expanded Social Safety Net Amid Growing Concerns,left,0.49031088910713283,0.5423,0.5423,0.5423,politics,left,-1.0,0.49031088910713283,0.36,0.0,0.64,2015,2015-04,2015Q2
New York Times,2015-04-07,How Misinformation Became a Public Health Crisis - Report,center,0.36988901249685124,-0.7506,0.7506,0.7506,healthcare,center,0.0,0.36988901249685124,0.0,0.478,0.522,2015,2015-04,2015Q2
Washington Post,2015-04-07,Voting Rights Act Protections Weakened by Court Rulings,left,0.45835863666958154,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.45835863666958154,0.0,0.247,0.753,2015,2015-04,2015Q2
New York Times,2015-04-07,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2015,2015-04,2015Q2
Fox News,2015-04-08,Democrats' Spending Spree Will Bankrupt America | Opinion,right,0.45392772250463775,-0.5574,0.5574,0.5574,politics,right,1.0,0.45392772250463775,0.0,0.34,0.66,2015,2015-04,2015Q2
Fox News,2015-04-08,Democrats' Spending Spree Will Bankrupt America Sources Say,left,0.657794098662798,-0.5574,0.5574,0.5574,politics,left,-1.0,0.657794098662798,0.0,0.34,0.66,2015,2015-04,2015Q2
New York Times,2015-04-08,Rural America Faces a Growing Healthcare Desert | Opinion,left,0.4780683140073487,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.4780683140073487,0.175,0.0,0.825,2015,2015-04,2015Q2
Washington Post,2015-04-08,Tech Regulation Stalls as Industry Influence Grows as Tensions Rise,left,0.42080990923685957,-0.4019,0.4019,0.4019,technology,left,-1.0,0.42080990923685957,0.0,0.231,0.769,2015,2015-04,2015Q2
Washington Post,2015-04-08,How Disinformation Campaigns Are Eroding Public Trust in Latest Development,left,0.3978336641805502,0.5106,0.5106,0.5106,politics,left,-1.0,0.3978336641805502,0.268,0.0,0.732,2015,2015-04,2015Q2
Fox News,2015-04-08,Americans Fed Up With Rising Gas Prices Under Biden,left,0.382546840360466,0.0,0.0,0.0,politics,left,-1.0,0.382546840360466,0.0,0.0,1.0,2015,2015-04,2015Q2
Washington Post,2015-04-08,Global Democracy in Retreat as Authoritarianism Rises (Updated),right,0.44081745631940006,0.2023,0.2023,0.2023,other,right,1.0,0.44081745631940006,0.205,0.0,0.795,2015,2015-04,2015Q2
Washington Post,2015-04-09,Tech Regulation Stalls as Industry Influence Grows - Report,right,0.46491943525864465,0.0,0.0,0.0,technology,right,1.0,0.46491943525864465,0.0,0.0,1.0,2015,2015-04,2015Q2
CNN,2015-04-09,January 6 Committee Releases Damning Findings | Opinion,right,0.5780360352850813,-0.34,0.34,0.34,other,right,1.0,0.5780360352850813,0.0,0.255,0.745,2015,2015-04,2015Q2
CNN,2015-04-09,Experts Warn of Growing Inequality in America as Tensions Rise,left,0.763819857969354,-0.34,0.34,0.34,foreign_policy,left,-1.0,0.763819857969354,0.133,0.32,0.547,2015,2015-04,2015Q2
Fox News,2015-04-09,Small Business Owners Crushed by New Regulations,right,0.3857856400708445,-0.4215,0.4215,0.4215,economy,right,1.0,0.3857856400708445,0.0,0.318,0.682,2015,2015-04,2015Q2
Fox News,2015-04-09,Cancel Culture Claims Another Victim,right,0.563311341568477,-0.4767,0.4767,0.4767,technology,right,1.0,0.563311341568477,0.0,0.577,0.423,2015,2015-04,2015Q2
Fox News,2015-04-09,Inflation Surge Threatens American Families Amid Growing Concerns,left,0.44551648160742585,-0.2263,0.2263,0.2263,economy,left,-1.0,0.44551648160742585,0.165,0.252,0.583,2015,2015-04,2015Q2
CNN,2015-04-09,COVID-19 Vaccine Rollout Faces Distribution Challenges - Report,right,0.5221506689808351,0.0772,0.0772,0.0772,healthcare,right,1.0,0.5221506689808351,0.157,0.0,0.843,2015,2015-04,2015Q2
Fox News,2015-04-09,Hunter Biden Laptop Scandal Media Coverup Exposed (Updated),right,0.753050655657301,-0.4939,0.4939,0.4939,politics,right,1.0,0.753050655657301,0.0,0.412,0.588,2015,2015-04,2015Q2
Fox News,2015-04-10,Democrats' Spending Spree Will Bankrupt America (Updated),right,0.4467917660929652,-0.5574,0.5574,0.5574,politics,right,1.0,0.4467917660929652,0.0,0.375,0.625,2015,2015-04,2015Q2
CNN,2015-04-10,Economy Shows Signs of Recovery Amid Pandemic as Tensions Rise,left,0.5329295909659835,-0.4019,0.4019,0.4019,economy,left,-1.0,0.5329295909659835,0.0,0.231,0.769,2015,2015-04,2015Q2
New York Times,2015-04-10,Rural America Faces a Growing Healthcare Desert | Opinion,left,0.4780683140073487,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.4780683140073487,0.175,0.0,0.825,2015,2015-04,2015Q2
New York Times,2015-04-11,The Struggle for Affordable Housing in America's Cities | Opinion,left,0.4632191271556752,-0.3182,0.3182,0.3182,other,left,-1.0,0.4632191271556752,0.0,0.204,0.796,2015,2015-04,2015Q2
CNN,2015-04-11,Economy Shows Signs of Recovery Amid Pandemic Amid Growing Concerns,left,0.5205149796844589,0.1779,0.1779,0.1779,economy,left,-1.0,0.5205149796844589,0.159,0.0,0.841,2015,2015-04,2015Q2
Washington Post,2015-04-11,Investigation: Corporate Lobbying Undermines Environmental Rules in Latest Development,left,0.46082973515138237,-0.4019,0.4019,0.4019,climate,left,-1.0,0.46082973515138237,0.0,0.346,0.654,2015,2015-04,2015Q2
Fox News,2015-04-11,Biden's Border Crisis Reaches New Heights | Opinion,right,0.5406306942623446,-0.5994,0.5994,0.5994,politics,right,1.0,0.5406306942623446,0.106,0.363,0.531,2015,2015-04,2015Q2
New York Times,2015-04-11,Rural America Faces a Growing Healthcare Desert | Opinion,left,0.4780683140073487,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.4780683140073487,0.175,0.0,0.825,2015,2015-04,2015Q2
New York Times,2015-04-11,Climate Scientists Issue Urgent Warning on Tipping Points - Report,center,0.38645196834812195,-0.1531,0.1531,0.1531,climate,center,0.0,0.38645196834812195,0.148,0.197,0.656,2015,2015-04,2015Q2
New York Times,2015-04-11,Tech Giants Wield Unprecedented Power Over Public Discourse,right,0.43478996462504876,0.0,0.0,0.0,technology,right,1.0,0.43478996462504876,0.0,0.0,1.0,2015,2015-04,2015Q2
Fox News,2015-04-12,Religious Liberty Under Siege From Radical Left,right,0.6159541109268099,0.5267,0.5267,0.5267,foreign_policy,right,1.0,0.6159541109268099,0.362,0.0,0.638,2015,2015-04,2015Q2
Washington Post,2015-04-13,How Gerrymandering Threatens Fair Representation Sources Say,left,0.7824940122116925,-0.0772,0.0772,0.0772,technology,left,-1.0,0.7824940122116925,0.232,0.263,0.505,2015,2015-04,2015Q2
CNN,2015-04-13,Racial Justice Protests Sweep the Nation (Updated),left,0.49983052838879494,0.3612,0.3612,0.3612,social_issues,left,-1.0,0.49983052838879494,0.33,0.184,0.485,2015,2015-04,2015Q2
Washington Post,2015-04-13,How Gerrymandering Threatens Fair Representation,left,0.5372268544126743,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5372268544126743,0.291,0.329,0.38,2015,2015-04,2015Q2
New York Times,2015-04-13,The Rise of Political Violence Threatens Democratic Norms Sources Say,left,0.7415928635619679,-0.7717,0.7717,0.7717,politics,left,-1.0,0.7415928635619679,0.0,0.456,0.544,2015,2015-04,2015Q2
CNN,2015-04-13,COVID-19 Vaccine Rollout Faces Distribution Challenges | Opinion,right,0.5709341441105806,0.0772,0.0772,0.0772,healthcare,right,1.0,0.5709341441105806,0.157,0.0,0.843,2015,2015-04,2015Q2
Washington Post,2015-04-14,Analysis: Democracy Faces Its Greatest Test in Decades,left,0.6219651127829422,0.6369,0.6369,0.6369,other,left,-1.0,0.6219651127829422,0.375,0.0,0.625,2015,2015-04,2015Q2
New York Times,2015-04-14,The Widening Political Divide: Can America Find Common Ground? - Report,right,0.41207419396416045,0.0,0.0,0.0,politics,right,1.0,0.41207419396416045,0.0,0.0,1.0,2015,2015-04,2015Q2
CNN,2015-04-14,Deadly Shooting Highlights Gun Control Debate Amid Growing Concerns,left,0.580932387851266,-0.1779,0.1779,0.1779,crime,left,-1.0,0.580932387851266,0.153,0.216,0.631,2015,2015-04,2015Q2
Washington Post,2015-04-14,Tech Regulation Stalls as Industry Influence Grows (Updated),right,0.4501342510899111,0.0,0.0,0.0,technology,right,1.0,0.4501342510899111,0.0,0.0,1.0,2015,2015-04,2015Q2
CNN,2015-04-14,Biden Administration Announces New Climate Targets (Updated),left,0.5264251075657267,0.0,0.0,0.0,politics,left,-1.0,0.5264251075657267,0.0,0.0,1.0,2015,2015-04,2015Q2
Washington Post,2015-04-15,Voting Rights Act Protections Weakened by Court Rulings - Report,center,0.456473712810945,-0.3182,0.3182,0.3182,social_issues,center,0.0,0.456473712810945,0.0,0.204,0.796,2015,2015-04,2015Q2
Washington Post,2015-04-15,Investigation: Corporate Lobbying Undermines Environmental Rules,left,0.5591459147607054,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5591459147607054,0.0,0.481,0.519,2015,2015-04,2015Q2
CNN,2015-04-15,Deadly Shooting Highlights Gun Control Debate,left,0.6042892786916233,-0.34,0.34,0.34,crime,left,-1.0,0.6042892786916233,0.0,0.324,0.676,2015,2015-04,2015Q2
CNN,2015-04-15,Healthcare Reform Battle Heats Up in Congress,left,0.5892602185955202,-0.3818,0.3818,0.3818,politics,left,-1.0,0.5892602185955202,0.0,0.302,0.698,2015,2015-04,2015Q2
Fox News,2015-04-15,Law Enforcement Officers Demoralized by Defund Movement,left,0.4819585115429098,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.4819585115429098,0.0,0.302,0.698,2015,2015-04,2015Q2
Washington Post,2015-04-16,The Filibuster Debate: What's Really at Stake (Updated),left,0.553753468351463,0.0,0.0,0.0,other,left,-1.0,0.553753468351463,0.0,0.0,1.0,2015,2015-04,2015Q2
Fox News,2015-04-16,Hunter Biden Laptop Scandal Media Coverup Exposed | Opinion,right,0.7648040418430664,-0.4939,0.4939,0.4939,politics,right,1.0,0.7648040418430664,0.0,0.375,0.625,2015,2015-04,2015Q2
Fox News,2015-04-16,Cancel Culture Claims Another Victim Sources Say,left,0.6119761611016968,-0.4767,0.4767,0.4767,technology,left,-1.0,0.6119761611016968,0.0,0.451,0.549,2015,2015-04,2015Q2
New York Times,2015-04-16,A Reckoning on Race Forces America to Confront Its Past in Latest Development,left,0.48247549733951195,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.48247549733951195,0.0,0.124,0.876,2015,2015-04,2015Q2
New York Times,2015-04-16,Climate Scientists Issue Urgent Warning on Tipping Points,left,0.4233758982593848,-0.1531,0.1531,0.1531,climate,left,-1.0,0.4233758982593848,0.176,0.235,0.588,2015,2015-04,2015Q2
Fox News,2015-04-16,Parents Fight Back Against Critical Race Theory in Schools (Updated),left,0.5910617646398592,-0.5994,0.5994,0.5994,education,left,-1.0,0.5910617646398592,0.0,0.38,0.62,2015,2015-04,2015Q2
Washington Post,2015-04-17,Fact Checker: Political Claims on Immigration Miss the Mark as Tensions Rise,left,0.5685032076461846,-0.5106,0.5106,0.5106,politics,left,-1.0,0.5685032076461846,0.0,0.301,0.699,2015,2015-04,2015Q2
Fox News,2015-04-17,Law Enforcement Officers Demoralized by Defund Movement | Opinion,right,0.4908488429554315,-0.3818,0.3818,0.3818,foreign_policy,right,1.0,0.4908488429554315,0.0,0.245,0.755,2015,2015-04,2015Q2
CNN,2015-04-17,Deadly Shooting Highlights Gun Control Debate,left,0.6042892786916233,-0.34,0.34,0.34,crime,left,-1.0,0.6042892786916233,0.0,0.324,0.676,2015,2015-04,2015Q2
Washington Post,2015-04-17,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2015,2015-04,2015Q2
New York Times,2015-04-17,Mental Health Crisis Among Young Americans Deepens Amid Growing Concerns,left,0.5206534586461264,-0.5267,0.5267,0.5267,healthcare,left,-1.0,0.5206534586461264,0.123,0.297,0.58,2015,2015-04,2015Q2
New York Times,2015-04-17,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2015,2015-04,2015Q2
Fox News,2015-04-17,Cancel Culture Claims Another Victim Amid Growing Concerns,right,0.5452498365656981,-0.34,0.34,0.34,technology,right,1.0,0.5452498365656981,0.157,0.38,0.463,2015,2015-04,2015Q2
New York Times,2015-04-18,The Widening Political Divide: Can America Find Common Ground? - Report,right,0.41207419396416045,0.0,0.0,0.0,politics,right,1.0,0.41207419396416045,0.0,0.0,1.0,2015,2015-04,2015Q2
Washington Post,2015-04-18,Police Reform Measures Face Resistance in State Legislatures,left,0.5724112677474951,0.0,0.0,0.0,crime,left,-1.0,0.5724112677474951,0.0,0.0,1.0,2015,2015-04,2015Q2
Fox News,2015-04-18,Biden's Border Crisis Reaches New Heights,right,0.46238265481478436,-0.5994,0.5994,0.5994,politics,right,1.0,0.46238265481478436,0.129,0.441,0.43,2015,2015-04,2015Q2
Washington Post,2015-04-18,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2015,2015-04,2015Q2
CNN,2015-04-18,January 6 Committee Releases Damning Findings,right,0.5370440735036633,-0.34,0.34,0.34,other,right,1.0,0.5370440735036633,0.0,0.324,0.676,2015,2015-04,2015Q2
New York Times,2015-04-19,Immigration Reform Remains Elusive Despite Bipartisan Support | Opinion,left,0.5692798946132626,-0.3089,0.3089,0.3089,politics,left,-1.0,0.5692798946132626,0.0,0.22,0.78,2015,2015-04,2015Q2
New York Times,2015-04-19,Mental Health Crisis Among Young Americans Deepens,left,0.5200033468111313,-0.6249,0.6249,0.6249,healthcare,left,-1.0,0.5200033468111313,0.0,0.406,0.594,2015,2015-04,2015Q2
Fox News,2015-04-19,Big Tech Censorship of Conservative Voices Continues - Report,right,0.5452285328828212,0.0,0.0,0.0,technology,right,1.0,0.5452285328828212,0.0,0.0,1.0,2015,2015-04,2015Q2
New York Times,2015-04-19,Climate Scientists Issue Urgent Warning on Tipping Points in Latest Development,left,0.3804817083699931,-0.1531,0.1531,0.1531,climate,left,-1.0,0.3804817083699931,0.136,0.182,0.682,2015,2015-04,2015Q2
Washington Post,2015-04-19,Analysis: Democracy Faces Its Greatest Test in Decades (Updated),left,0.5897931318840139,0.6369,0.6369,0.6369,other,left,-1.0,0.5897931318840139,0.344,0.0,0.656,2015,2015-04,2015Q2
New York Times,2015-04-20,The Rise of Political Violence Threatens Democratic Norms,left,0.5488572403751986,-0.7717,0.7717,0.7717,politics,left,-1.0,0.5488572403751986,0.0,0.528,0.472,2015,2015-04,2015Q2
Washington Post,2015-04-20,Pentagon Papers for a New Era: Government Secrecy Examined as Tensions Rise,left,0.5360698068789748,-0.4019,0.4019,0.4019,other,left,-1.0,0.5360698068789748,0.0,0.197,0.803,2015,2015-04,2015Q2
CNN,2015-04-21,Healthcare Reform Battle Heats Up in Congress Sources Say,left,0.79538757545392,-0.3818,0.3818,0.3818,politics,left,-1.0,0.79538757545392,0.0,0.245,0.755,2015,2015-04,2015Q2
Fox News,2015-04-21,Americans Fed Up With Rising Gas Prices Under Biden,left,0.382546840360466,0.0,0.0,0.0,politics,left,-1.0,0.382546840360466,0.0,0.0,1.0,2015,2015-04,2015Q2
Fox News,2015-04-21,Hunter Biden Laptop Scandal Media Coverup Exposed as Tensions Rise,right,0.5925173881133267,-0.7096,0.7096,0.7096,politics,right,1.0,0.5925173881133267,0.0,0.496,0.504,2015,2015-04,2015Q2
CNN,2015-04-21,Biden Administration Announces New Climate Targets,left,0.5556620184853034,0.0,0.0,0.0,politics,left,-1.0,0.5556620184853034,0.0,0.0,1.0,2015,2015-04,2015Q2
Washington Post,2015-04-21,Inside the Battle for the Future of the Republican Party,left,0.7133277187780193,0.0258,0.0258,0.0258,politics,left,-1.0,0.7133277187780193,0.203,0.195,0.602,2015,2015-04,2015Q2
CNN,2015-04-21,Experts Warn of Growing Inequality in America (Updated),left,0.7654666785527311,0.0772,0.0772,0.0772,foreign_policy,left,-1.0,0.7654666785527311,0.187,0.154,0.659,2015,2015-04,2015Q2
New York Times,2015-04-22,The Widening Political Divide: Can America Find Common Ground? | Opinion,right,0.4249120660727057,0.0,0.0,0.0,politics,right,1.0,0.4249120660727057,0.0,0.0,1.0,2015,2015-04,2015Q2
Fox News,2015-04-22,Illegal Immigration Costs Taxpayers Billions,right,0.655824989803309,-0.5574,0.5574,0.5574,economy,right,1.0,0.655824989803309,0.0,0.474,0.526,2015,2015-04,2015Q2
New York Times,2015-04-22,Inside the Growing Movement to Restrict Abortion Access | Opinion,left,0.758219097960003,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.758219097960003,0.138,0.211,0.65,2015,2015-04,2015Q2
